LCP_EntreLesLignes_2013-03-16_212400 828.329 872.517 Anne_ROSENCHER  190 40 44.188 38.906999999999 5.05999999999949 0.173913043478261 0.114510726894168 que(2) je trouve que(2) l' on en(2) a pas on n' a pas mal rhabiller hollande pour l' hiver c' est bientôt le printemps disons qu' un(2) certaines choses(2) positives et qu' il a quand même fait des choses courageux(2) et large(2) je ne suis pas tout(2) à fait d' accord avec(2) avec(2) guillaume menée(2) en revanche(3) par exemple y(4) a des(2) échéances(7) où nous sommes(4) en train de négocier(2) avec(2) bruxelles(3) pour savoir si l' année prochaine encore nous devrons nous nous restreindre à eux deux virgule cinq(2) deux virgule huit trois pour cent de(2) déficit(2) du du qui peut(2) être qu' on(2) a quatre-vingt thg de rigueur comme ça pour relancer la croissance il faudrait négocier(2) sur la grande assure(2) qu' est ce que(2) c' est que le(2) déficit(2) conjoncturel le(2) déficit(2) structurel et cetera c' est pareil je(2) pense que quelque(2) chose de(2) très(2) intéressant c' est qu' ils vont reprendre le(2) récit(2) de(2) ce qu' il est(3) en train de faire ce que(2) pour l' instant on(2) a l' impression(2) qu' on(2) ne sait pas on va il y(5) a eu un moment au début(2) de 
LCP_EntreLesLignes_2013-03-16_212400 1181.64 1258.357 Anne_ROSENCHER  309 60 76.717 69.3199999999977 7.15999999999894 0.16260162601626 0.0933300311534464 il est juste à la haye rendra historiennes(4) et je suis je suis d' accord c' est(3) un peu irritant eux se(2) sont savent monter mais toujours cette vérité(2) façon assez naïve(2) en plus sinon peut(2) -il un peu de retard pasquini il est temps de dire la vérité(2) sur l' état(2) catastrophique de(2) la france je pense que(2) maintenant(3) il y(5) a plus en français qui ignore(2) à quel point ça va mal à quel(2) point la dette à quel(2) point le(2) chômage et cetera donc identique côté c' est d' accord c' était(2) lui qui l' a dit en premier maintenant(3) tout le monde le(2) sait donc où on n' en plus là dessus(3) mais en revanche(3) qui est(3) intéressant c' est que(2) haïti qu' il s' en prend(2) au cynisme(2) et ça chauffe très très très d' aller à l' encontre de(2) de(2) de(2) ce(2) de(2) ce(2) cette tendance là quand les politiques et dit attention les(2) ennemis(6) la démode(3) la démocratie(2) ce(2) ne sont pas que(2) les tyrans se(2) sont aussi les gouvernants ordinaires(2) ordinairement cynique dit -il(2) qui pensent qu' il faut choisir pour les pour la population hop tu pour les peuples obtus et quand on fait(2) finalement(3) il faut confisquer parce que(2) en gros bas les pattes ne(2) serait(3) pas assez intelligent eux- mêmes(2) et et ça je trouve que(2) c' est très(2) intéressant parce que(2) la fin du du du monde à nicolas(2) sarkozy a fait beaucoup de mal a su y(4) avait une espèce(4) de(2) défiance(2) envers les français comme si on(2) était(3) on(2) était(3) des des(2) immature ou des ou des(2) enfants gâtés ou aider(2) à l' heure tout le temps et une défiance(2) envers le(2) génie(2) français qu' il faut arrêter(3) fin qui est je(2) trouve que(2) ça en cela(2) le(2) discours de(2) bayrou est(3) intéressante selon(2) les(2) 
LCP_EntreLesLignes_2013-03-16_212400 1258.35 1274.522 Christophe_RUAULTS  56 10 16.172 14.47 1.6700000000003 0.151515151515152 0.103264902300291 pour le(2) nouvel observateur le(2) livre de(2) beyrouth en(2) appel du pied à françois hollande(2) pour qui le constituent une majorité réformiste dont lui -même ballroom fera partie puisqu elle(3) irait du centre-gauche au centre-droit le(2) très rapidement(3) de(2) sa guillaume(3) vous voyez un jour ballroom joue un(2) rôle au long de la langue(2) mille dix-sept 
LCP_EntreLesLignes_2013-03-16_212400 1274.86 1308.036 Guillaume_ROQUETTE  113 36 33.176 26.6399999999985 6.36000000000058 0.241610738255034 0.191704846877278 oui si si françois hollande(2) c' est la politique économique(4) prévoit appelle de(2) ses voeux(2) pourquoi pas c' est(3) une partie intéressante du livre y(4) a un chapitre dans lequel is expliquent(4) ils expliquent(4) pourquoi il a il a choisi e François_Lenglet d' y que(2) c' était notamment parce qu' effectivement(14) comme le disait à parce que(2) nicolas(2) sarkozy de monter les français les(2) uns contre les(2) autres entretenait(2) cette stratégie(2) de la tension qui était(3) profondément(2) de pénibles donc oui c' est possible maintenant(3) il faut en général(3) quand(2) il y(5) a une coalition gouvernementale y(4) a une majorité au parlement qui va avec aujourd'hui sept majorité ça n' est pas celle 
LCP_EntreLesLignes_2013-03-16_212400 1308.04 1310.536 Jerome_BEGLE  4 2 2.496 1.18000000000006 1.05999999999995 0.333333333333333 0.424679487179465 de(2) division alors même(2) 
LCP_EntreLesLignes_2013-03-16_212400 1310.54 1311.098 Christophe_RUAULTS  1 1 0.558 0.150000000000091 0.299999999999955 0.5 0.537634408602069 au 
LCP_EntreLesLignes_2013-03-16_212400 1311.09 1313.729 Carole_BARJON  8 3 2.639 1.70000000000005 0.910000000000082 0.272727272727273 0.344827586206928 terme de ces tirs en cours de laquelle 
LCP_EntreLesLignes_2013-03-16_212400 1313.73 1336.392 Christophe_RUAULTS  74 22 22.662 19.7799999999995 2.75999999999954 0.229166666666667 0.121789780248854 et en politique vous(2) avez évoqué(2) Nicolas_Sarkozy parlons -en justement le(2) nouvel homme se(2) revient cette semaine(2) sur les vraies fausses confidences de(2) l' ancien(2) président(2) dans valeurs(2) actuelles la femelle dernière voilà c' était cette(2) fameuse(2) une dans l' est(3) le(2) bouquet de(2) vin rouge qui de sortir s' appelle de(2) la verrerie(4) tête de(2) sarkozy bon pour l' homme s' il n' a pas changé sarkozy c' est toujours moi moi moi 
LCP_EntreLesLignes_2013-03-16_212400 1336.9 1338.484 Christophe_RUAULTS  5 1 1.584 0.930000000000064 0.509999999999991 0.166666666666667 0.321969696969691 comme ça vous le voyez 
LCP_EntreLesLignes_2013-03-16_212400 1338.98 1344.243 Christophe_RUAULTS  17 2 5.263 4.43299999999999 0.809999999999945 0.105263157894737 0.153904617138504 vous(2) vous dirigez -vous vraiment guillaume vous vous qui qui avait bien que(2) le journal valeurs(2) actuelles 
LCP_EntreLesLignes_2013-03-16_212400 1344.24 1347.6 Guillaume_ROQUETTE  12 2 3.36 2.44000000000028 0.799999999999955 0.142857142857143 0.238095238095225 René_Garrec le parce que(2) s' il ne voyait pas ce(2) que(2) c' 
LCP_EntreLesLignes_2013-03-16_212400 1347.6 1349.922 Christophe_RUAULTS  10 1 2.322 1.77999999999997 0.400000000000091 0.0909090909090909 0.172265288544397 est à la durée d' où partit le journal de 
LCP_EntreLesLignes_2013-03-16_212400 1349.92 1411.621 Guillaume_ROQUETTE  235 64 61.701 49.5399999999968 11.95 0.214046822742475 0.193675953388114 il a une position qui effectivement(14) c' est intéressant c' est pas un hasard si ces valeurs actuelles qui est le(2) le(2) le(2) vecteur de(2) cette opération sait que c' est(3) un signal clair de(2) dire bon voilà je(2) suis(2) je(2) suis(2) en droit(2) il n' a pas changé là où il a changé probablement c' est que(2) il refuse(3) de(2) de(2) de(2) de(2) faire de(2) la politique(2) comme avant et donc que(2) la question(2) c' est de(2) savoir si cette opération ce(2) cette carte postale(2) qui l' a envoyé à l' opinion va se(2) traduire dans les sondages ou non il y(5) a de son(2) entourage est divisé là dessus(3) il y(5) a des gens qui disent qu' ils auraient dû rester discrets d' autres au contraire il était(3) nécessaire(8) qui qui s' expose(4) ce qui est(3) intéressant ce convoi depuis deux mois à peu près c' est que(2) il y(5) a une vraie hiérarchie donc à droite y(4) a sarkozy on aux filles on(2) sous écoper encore en-dessous(3) et donc n' y(4) a pas photo entre(2) les trois c' est(3) c' est(3) une alors aidant que(2) la question de savoir est ce que(2) cette interview cette intervention cette vraie-fausse(2) interview va changer ou non se(2) se(2) disposer onze(2) jours a passé près de sept(2) à l' époque(3) une espèce de mauvaise conscience de(2) droit du président(2) de la république et qu' aujourd'hui les 
LCP_EntreLesLignes_2013-03-16_212400 1411.62 1434.623 Christophe_RUAULTS  94 11 23.003 20.8200000000002 2.17000000000007 0.104761904761905 0.0943355214537266 alors on va prendre le(2) point que(2) nicolas(2) sarkozy a appelé(2) deux puis le(2) maroc où il passait quelques(2) jours de(2) vacances le(2) directeur de(2) l' action de l' heure actuelle il de(2) car de rennes(2) pour se(2) féliciter(2) de(2) l' effet(2) produit par ses déclarations(2) donc un phénomène y est(3) car elle dit la tout(2) assumer ce que(2) l' on débat là-dessus(2) ce que(2) vraiment c' était du nord pas de leur bon bref dont(2) il sort de(2) sarkozy tout(2) assumer et se(2) sont même félicités(2) deux de(2) l' effet(2) de(2) ces déclarations(2) 
LCP_EntreLesLignes_2013-03-16_212400 1434.62 1457.175 Jerome_BEGLE  83 17 22.555 19.5499999999993 2.91999999999985 0.17 0.129461316781195 je(2) ne sais pas si cette stratégie(2) est la bonne la mauvaise série(2) maladroite ou si elle(3) est maligne en revanche(3) je(2) comprends bien sous-jacent hollandais dans l' est du pays(3) il codécision près du mal à se(2) remettre(6) de(2) leur bataille dhikr pichrocolines et quelques(6) mois et y(4) avait une espèce(4) de(2) courant au sein de l' ump qui commencent à dire(2) place aux(2) autres et par cette interview par le(2) bruit qu' elle a provoquée par la lettre qu' a provoquée 
LCP_EntreLesLignes_2013-03-16_212400 1457.66 1481.515 Jerome_BEGLE  92 23 23.855 18.9899999999991 4.74000000000001 0.2 0.198700482079229 nicolas(2) sarkozy se(2) place comme le(2) seul interlocuteur de(2) l' actuelle pris dans la république qui en plus(2) mille(2) ni complètement(3) elle fait même pas pour dans(2) la façon dont qui s' est remis par cette couverture au centre(2) du jeu alors qu' est -ce que(2) c' est trop tôt et ce que(2) c' est la c' en est(2) que(2) ces chassez le naturel revient(3) au galop genset rien en tout cas on voit bien que(2) le leader(2) de(2) l' opposition celle encore nicolas(2) sarkozy trop tôt ou pas dans(2) l' air 
LCP_EntreLesLignes_2013-03-16_212400 1481.51 1481.907 Christophe_RUAULTS  2 1 0.397 0.319999999999936 0.0670000000002346 0.333333333333333 0.168765743073639 car le 
LCP_EntreLesLignes_2013-03-16_212400 1481.91 1561.342 Carole_BARJON  238 76 79.432 59.0599999999977 20.1200000000001 0.24203821656051 0.253298418773292 il a d' autant moins de mal à mon(2) avis que(2) ne François_Hollande tu disais que(2) françois hollande le(2) site n' a pas fait(2) à moi je(2) pense que(2) au contraire on(2) a le sentiment que(2) François_Hollande ce(2) faisant c' est(3) à dire on(2) ne(2) le(2) site ont même(2) pas a des moments où il devrait le(2) faire je(2) pense notamment à la libération(2) de(2) florence cassée par exemple ce(2) que ce cette manière de(2) le(2) gommer est(3) en fait(2) je(2) peux absolument énorme(3) même que(2) pour le monde le(2) seul qui soit vraiment dangereux(3) celle(3) de sarkozy parce que(2) cette cette manière qu' il a le(2) salon de l' agriculture rebattu(2) verra(2) plus c' était raki il est pas une trace très(2) élégant(4) membre et donc on on s' en font que(2) que(2) que(2) chez hollande(2) il y(5) a la préoccupation sarkozy elle allait aller bernard et voilà le leur demandait ces âpres(2) et c' est c' est la preuve oui moi je crois que je(2) crois que(2) très clairement(3) cette(2) il a fait(2) une terre you enfin ses fausses confidences vise(2) à à bloquer l' éventuelle(4) montée en puissance(2) des François_Fillon puisqu' on sait que(2) peut(2) être fier(2) de nouvelles élections(5) à l' ump qui décidera(4) en juin là François_Fillon pour ainsi devra se prononcer et je(2) pense que(2) là il s' agit(2) effectivement(14) de(2) montrer que(2) il est toujours là qu' il est toujours là 
LCP_EntreLesLignes_2013-03-16_212400 1537.56 1540.874 Jerome_BEGLE  6 2 3.314 1.71000000000004 1.48000000000025 0.25 0.446590223295186 et voilà le leur demandait ces 
LCP_EntreLesLignes_2013-03-16_212400 1561.34 1571.844 Christophe_RUAULTS  38 8 10.504 8.57999999999947 1.71000000000004 0.173913043478261 0.162795125666416 est(3) -ce que(2) la stratégie(2) du sauveur fin le(2) discours de(2) sauveur que(2) tiens sarkozy qui tenait dans valeurs(2) actuelles(3) la dernière et le(2) groupe à savoir j' ai envie de revenir(4) en politique non(2) il y a 
LCP_EntreLesLignes_2013-03-16_212400 1571.85 1573.482 Anne_ROSENCHER  0 1 1.632 0 1.63200000000029 1 1.00000000000018 
LCP_EntreLesLignes_2013-03-16_212400 1573.48 1575.52 Christophe_RUAULTS  0 1 2.04 0 1.34999999999991 1 0.661764705882308 
LCP_EntreLesLignes_2013-03-16_212400 1575.52 1650.193 Anne_ROSENCHER  266 59 74.673 64.3700000000015 9.58999999999992 0.181538461538462 0.128426606671754 or rocheman(3) oracle qui ne(2) pensent qu'à ça va honnêtement en(2) valeur sa confirmait les les gens qui le(2) voit depuis depuis les depuis l' élection(4) de mai dernier(3) le disent ils ne(2) pensent qu'à ça même si le sras pluie nippon ce paiement qu' en pense pas(2) en plus qui visiblement il ne(2) peut pas ce(2) qui ne(2) peut pas(2) s' empêcher(3) d' ailleurs ce que(2) sa stratégie(2) jusqu' à maintenant(3) c' était surtout l' entretien manque on(2) entretient une stature qu' en creux justement et en(2) effet(2) françois hollande on on on en(2) mettant(3) un malin plaisir(2) à ne(2) pas à noël(2) si elle ne(2) ne(2) pas citer le(2) faisait exister(2) encre(2) là tout d' un coup il change de(2) stratégie(2) avait déjà(2) il était déjà(2) intervenue pendant la guerre elle -même pessah avait(2) été très(2) heureux d' ailleurs parce que(2) il avait dû s' y reprend d' un(2) faux à trois fois donc donc tout d' un coup il descendait(2) de l' olaf scholz Hugh_Laurie(2) rio voilà donc ils descendaient de(2) la la en plus(2) qui fait des qui fait des sorties qui sont pas gens rassembleuse(2) ancien(2) président(2) de la république(2) là quand(2) il fait ses sorties sur les(2) homosexuels(2) bientôt vous de(2) voir si mes tracas pour faire un(2) enfant ses peines(2) par la stature ancien(2) président(2) de la république donc moi je(2) ne sais pas si sa stratégie(2) est payante visiblement(2) called(2) assume il y(5) avait un doute mais elle est(3) assumée elle est elle est elle voulu je(2) je(2) après sur qu' est ce qui lancera(2) dans trois(2) ans 
LCP_EntreLesLignes_2013-03-16_212400 1650.19 1651.919 Christophe_RUAULTS  3 2 1.729 1.00999999999999 0.719000000000051 0.4 0.415847310584182 les(2) Jean_Sarkozy jérôme 
LCP_EntreLesLignes_2013-03-16_212400 1651.92 1667.873 Jerome_BEGLE  50 16 15.953 13.1499999999992 2.73000000000002 0.242424242424242 0.171127687582274 je pense que(2) le(2) diagnostic est(3) assez clair maintenant(3) il se(2) dit si par hasard qu' on(2) va la catastrophe panique financière(3) agences qui dégradent Claude_Allègre est en hausse impossible déferlent(10) budgets(2) autonomes ils(2) ont dans la rue il faudra bien en cour pourquoi pas moi et ça peut marcher 
LCP_EntreLesLignes_2013-03-16_212400 1667.87 1693.381 Guillaume_ROQUETTE  98 29 25.511 21.1399999999999 4.32100000000059 0.228346456692913 0.169377915409063 il aussi un moyen(3) de(2) se(2) mettre effectivement(6) à côté du jeu politique et donc il est c' est la situation idéale comme il est suffisamment loin du jeu politique pour ne(2) pas avoir à donner son(2) avis sur les sujets difficiles par exemple ne commenceraient -ils(2) à la place de(2) françois hollande pour mais tous les problèmes qui sont face à nous et en même temps elle est suffisamment présent pour que(2) c' est(3) sale je(2) possibles à droite à commencer par françois fillon qui vraiment est l' alternative aujourd'hui ne(2) puisse pas avoir de(2) place pour 
LCP_EntreLesLignes_2013-03-16_212400 1693.38 1709.917 Christophe_RUAULTS  60 14 16.537 14.7700000000002 1.72000000000003 0.189189189189189 0.104009191509949 y(5) a déjà(2) fait sa révolution sondage de(2) de(2) paris-match qui pour la première fois qu' ils mesurent régulièrement(2) depuis deux(2) ans de(2) deux ou trois(2) ans les les les lettres(5) de(2) popularité de(2) sarkozy et de(2) hollande(2) à nouveau les français(2) semble(2) -t-il à cinquante trois pour cent aujourd'hui dix(3) on préférait sarkozy on préfère sarkozy à l' heure 
LCP_EntreLesLignes_2013-03-16_212400 1709.92 1727.281 Anne_ROSENCHER  62 9 17.361 15.3099999999995 2.03099999999972 0.126760563380282 0.116986348712616 les sondages disent des choses et universelle variés parce que(2) y(5) encore(2) de(2) trois semaines(7) hier un sondage qui montre il y(5) aurait pas plus(3) de(2) personnes qui voteraient(2) pour sarkozy aujourd'hui que(2) il y(4) a que(2) que(2) pendant la la la précédente présidentielle ouvert(2) sa liste des sondages(2) a posteriori et et fantasmagories que(2) faut sans même(4) y a vingt deux 
LCP_EntreLesLignes_2013-03-16_212400 1727.28 1746.16 Carole_BARJON  61 27 18.88 13.8800000000001 4.95000000000027 0.306818181818182 0.262182203389845 et ça je(2) sais d' accord parce que ça il faut mesurer les choses quand(2) les les gens sont vraiment dans l' arène hein bon mais juste pour reprend ce pays(3) guillaume(3) c' est la stratégie(2) du recours c' est vrai qu' elle peut peut(2) être(2) marcher mais là c' est(3) un peu contradictoire c' est que(2) en général(2) le(2) recours 
LCP_EntreLesLignes_2013-03-16_212400 1746.8 1775.973 Carole_BARJON  91 26 29.173 24.7499999999986 4.40299999999979 0.222222222222222 0.150927227230651 parle avec(2) une certaine(2) hauteur de(2) vue est ce qui est contradictoire là dans dans dans ces fausses confidences de(2) valeurs(2) actuelles c' est la méthode(3) employée et la méthode(3) notamment pour parler d' un sujet éminemment(2) noble en général(4) qui la politique étrangère(5) de(2) la france surtout quand la france est(3) engagée dans(2) une guerre et là à un(2) ancien(2) président(2) de la république(3) qui critique en quatre lignes(2) l' opération au mali ça c' est pas ça ça colle pas c' est pas cohérent(2) avec la stratégie(2) du recours(2) 
LCP_EntreLesLignes_2013-03-16_212400 1775.98 1781.337 Anne_ROSENCHER  21 3 5.357 4.50999999999976 0.727000000000317 0.125 0.135710285607675 oui rapatriés en fait je(2) crois les corps de(2) deux soldats tués en irak c' était(3) vraiment un télescopage(3) c' est 
